CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED
HCC1937,PIK3C,PIM1,1,1,0.255076638,1.6540723,88.92900655,0.273137504,1.4830148,65.81683698,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
HCC70,PIK3C,PIM1,1,1,1,10,87.00003078,0.753947075,1.351109,0,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
MDA-MB-436,PIK3C,PIM1,1,1,1,0.5661633,82.72573689,0.275838507,2.0665695,51.42680753,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
MFM-223,PIK3C,PIM1,1,1,0.421822229,0.5069516,64.12223257,0.907475152,0.663939,0,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
DMS-114,PIM1,TOP2_2,3,3,0.637077289,1.3609924,0,0.778399883,4.9033162,85.7805032,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H1299,PIM1,TOP2_2,3,3,0.466653249,0.9214718,1.61804789,0.0003,0.1,85.61244034,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H1793,PIM1,TOP2_2,3,3,0.726660098,1.5421663,0,3,10,92.20006777,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H1975,PIM1,TOP2_2,3,3,0.479149176,1.3810593,3.87453949,0.54272772,0.3088159,94.00824233,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H2170,PIM1,TOP2_2,3,3,1.8445661,2.0630733,0,1,0,100,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H2228,PIM1,TOP2_2,3,3,0.302171384,0.830244,12.29506382,0.341114449,2.7022708,71.3906755,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H3122,PIM1,TOP2_2,3,3,0.216809307,1.2845056,0,1,0,100,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H358,PIM1,TOP2_2,1,3,0.19792847,1.5891919,31.91137528,3,0.8737336,69.45600199,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H520,PIM1,TOP2_2,3,3,2.794214042,1.1104363,0,1,0,100,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H522,PIM1,TOP2_2,3,3,0.336011471,1.0662544,0,3,0.6881679,75.31380472,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
BT-20,AKT,PIP5K1,1,1,1,1.4161971,63.70405287,1,1.3375422,47.29195611,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-549,AKT,PIP5K1,1,1,1,0,100,0.218294436,3.820815,53.67551561,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-120,AKT,PIP5K1,1,1,1,0,100,0.231057903,3.2109677,60.26299385,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,AKT,PIP5K1,1,1,1,0,100,0.171128841,1.5654397,0.20882482,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,AKT,PIP5K1,1,1,0.400556318,10,90.49898961,0.126079252,1.3424664,12.49773864,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,AKT,PIP5K1,1,1,1,10,83.60013667,0.265404543,2.0456376,51.92122547,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,AKT,PIP5K1,1,1,1,0,100,1,0,100,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,AKT,PIP5K1,1,1,1,0,100,1,10,45.60003083,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-468,AKT,PIP5K1,1,1,1,0,100,0.346965087,10,62.49904408,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MFM-223,AKT,PIP5K1,1,1,1,3.2654327,81.20601731,0.243228374,1.0679714,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,MAP2K_1,PIP5K1,1,1,0.0001,0.1,92.01071176,0.0001,0.1,77.29351997,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-51,MAP2K_1,PIP5K1,1,1,1,0,100,1,2.4477514,74.22849063,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,MAP2K_1,PIP5K1,1,1,1,0,100,1,10,88.00008978,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1143,MAP2K_1,PIP5K1,1,1,1,10,92.80015097,1,0.1826484,16.07386385,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,MAP2K_1,PIP5K1,1,1,1,0,100,0.1359801,4.6796414,63.21152583,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,MAP2K_1,PIP5K1,1,1,1,0.4978673,78.94476048,1,0,100,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1937,MAP2K_1,PIP5K1,1,1,1,0,100,1,0.3314485,72.76314676,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC70,MAP2K_1,PIP5K1,1,1,1,0,100,0.106956009,10,81.94969746,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
M14,MAP2K_1,PIP5K1,1,1,1,0,100,0.259774278,10,31.59782253,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-549,PIK3C,PIP5K1,1,1,1,0,100,0.305595061,10,39.19946276,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,PIK3C,PIP5K1,1,1,1,0,100,1,1.7785691,12.8920045,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,PIK3C,PIP5K1,1,1,1,0,100,0.185231772,2.3937864,30.91413603,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,PIK3C,PIP5K1,1,1,1,0,100,0.353652299,2.7147196,17.99395925,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1937,PIK3C,PIP5K1,1,1,1,0.3235158,84.80201258,1,0.6094843,29.74509319,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,PIK3C,PIP5K1,1,1,1,0,100,0.021561579,3.1083096,84.4519882,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC70,PIK3C,PIP5K1,1,1,1,0,100,0.739080485,1.1423374,0,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,PIK3C,PIP5K1,1,1,1,0,100,1,0.4033255,12.45950944,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-453,PIK3C,PIP5K1,1,1,0.431634337,10,88.29737357,0.197764852,1.5458108,2.62939267,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-468,PIK3C,PIP5K1,1,1,1,0,100,1,10,65.80006866,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
M14,PIK3C,PIP5K1,1,1,0.462065512,10,92.39662837,0.5303978,1.7896487,27.82644727,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-20,PIK3CB_PIK3CD,PIP5K1,1,1,0.236937196,1.1762713,74.06933206,1,0.5106952,48.72763715,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-549,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.740659793,0.5063993,0,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.337679849,2.9631025,19.39552765,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.135077393,1.146605,18.64790029,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.3273452,10,73.1996172,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,1,0,100,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,1,1.0558201,16.35780541,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.697560716,0.3803066,17.27060396,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-436,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.180161799,1.0078413,65.02785219,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MFM-223,PIK3CB_PIK3CD,PIP5K1,1,1,1,0.4626488,82.02989597,0.589216075,0.7499239,59.75327442,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,BCL2_BCL2L1,SLC16A4,1,1,1,0,100,0.282624772,2.4071344,35.64583024,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,BCL2_BCL2L1,SLC16A4,1,1,1,10,86.40004017,1,4.1789086,71.00109827,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
DU-4475,BCL2_BCL2L1,SLC16A4,1,1,1,10,74.40020089,0.008105948,10,0.09994977,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1143,BCL2_BCL2L1,SLC16A4,1,1,0.0001,0.1,91.35543813,1,0.8029025,11.54098852,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,BCL2_BCL2L1,SLC16A4,1,1,0.292236473,10,93.09989427,1,2.11808,88.20313781,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,BCL2_BCL2L1,SLC16A4,1,1,1,0,100,0.105548121,1.4158948,13.2022659,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,BCL2_BCL2L1,SLC16A4,1,1,1,0,100,1,0,100,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,BCL2_BCL2L1,SLC16A4,1,1,1,0,100,0.195937592,2.9968211,7.84108457,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
Hs-578-T,BCL2_BCL2L1,SLC16A4,1,1,1,0.8274064,24.12683174,1,0.2534813,49.17397218,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,BCL2_BCL2L1,SLC16A4,1,1,1,10,75.40005672,1,0,100,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-231,BCL2_BCL2L1,SLC16A4,1,1,0.25713205,1.6857585,37.54311111,0.33877285,2.3622161,57.76191056,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MFM-223,BCL2_BCL2L1,SLC16A4,1,1,1,0,100,1,2.6457979,18.00255372,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-20,FGFR,SLC16A4,1,1,1,2.7307659,92.80443753,1,10,72.60001417,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-549,FGFR,SLC16A4,1,1,0.032552238,10,89.23331902,0.047378875,3.1309152,54.39149031,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,FGFR,SLC16A4,1,1,0.332365766,10,94.69991215,1,10,90.00022634,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,FGFR,SLC16A4,1,1,1,0,100,1,0.8485703,71.10508416,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,FGFR,SLC16A4,1,1,0.420117511,10,93.9989723,0.014405257,1.4109078,45.87970243,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,FGFR,SLC16A4,1,1,1,0,100,1,0,100,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,FGFR,SLC16A4,1,1,1,0,100,0.043513511,1.9836742,86.01040665,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
Hs-578-T,FGFR,SLC16A4,1,1,1,0.4459156,60.70195406,0.056358849,0.8375645,73.33088629,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,FGFR,SLC16A4,1,1,1,10,85.60012775,0.040570255,1.2232139,28.75628893,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-436,FGFR,SLC16A4,1,1,0.302418029,10,92.49986547,0.417124701,10,91.59866051,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-20,MAP2K_1,SLC16A4,1,1,1,0.583705,73.61487793,1,0.4516731,4.97287542,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-120,MAP2K_1,SLC16A4,1,1,1,0,100,1,10,87.20005648,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,MAP2K_1,SLC16A4,1,1,1,0,100,0.03747424,10,90.7665511,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,MAP2K_1,SLC16A4,1,1,1,0,100,1,0,100,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
DU-4475,MAP2K_1,SLC16A4,1,1,0.466981792,0.2987615,46.12657702,0.021448695,1.952794,0,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1143,MAP2K_1,SLC16A4,1,1,1,0,100,0.084925749,0.7126867,44.02391083,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,MAP2K_1,SLC16A4,1,1,1,0,100,0.203339411,2.8054011,87.19860058,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,MAP2K_1,SLC16A4,1,1,1,0,100,0.230683554,1.8365541,38.24376905,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,MAP2K_1,SLC16A4,1,1,1,0,100,0.241769739,4.489731,82.0686251,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
Hs-578-T,MAP2K_1,SLC16A4,1,1,0.0001,0.1,76.64668113,1,0.6854509,12.15298887,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,MAP2K_1,SLC16A4,1,1,1,10,92.40015577,1,0.5157429,37.09716982,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-436,MAP2K_1,SLC16A4,1,1,1,0,100,0.217170243,0.4308887,38.9783945,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-549,MTOR_1,SLC16A4,1,1,0.094686512,10,81.04974157,0.507771058,0.8562569,0,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-120,MTOR_1,SLC16A4,1,1,1,0,100,0.194840694,2.1720176,38.49195338,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,MTOR_1,SLC16A4,1,1,1,0,100,0.233006397,10,79.38857268,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1143,MTOR_1,SLC16A4,1,1,1,10,85.00004023,0.297778138,1.4520859,35.40165613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,MTOR_1,SLC16A4,1,1,0.180036627,10,91.09391043,0.322981266,1.5144984,45.50966416,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,MTOR_1,SLC16A4,1,1,1,0,100,1,0.6067401,69.54839857,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC70,MTOR_1,SLC16A4,1,1,0.0001,0.1,93.3035161,0.513922428,0.9042372,0,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-436,MTOR_1,SLC16A4,1,1,0.340888139,10,92.19983281,0.163572367,1.9534984,23.06577722,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-453,MTOR_1,SLC16A4,1,1,1,0,100,0.258854595,10,13.49871608,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MFM-223,MTOR_1,SLC16A4,1,1,1,0,100,0.209087522,2.5700303,29.70394423,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
M14,MTOR_1,SLC16A4,1,1,0.101871836,10,82.14981133,1,0.6210712,20.110235,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,0.318515205,4.6692405,14.29194241,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-51,PIK3CB_PIK3CD,SLC16A4,1,1,0.118582411,10,94.79979852,0.0001,0.1,92.77026013,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1143,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,1,0.6082763,30.23352324,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,0.335045627,10,78.2996002,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,PIK3CB_PIK3CD,SLC16A4,1,1,1,10,84.80004976,0.029760876,0.6094864,59.38842156,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,1,10,89.80008269,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
