,CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED,GEX_CLUSTER,ORIGIN_CLUSTER,THERAPY_CLUSTER,Target_share,Target_interaction
0,BT-20,ADAM17,AKT,1.0,75.0,1.0,0.8090022,59.12243638,9.639713632000001,0.7579769000000001,91.59342459,29.54039,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,1,1,1,0,0.45123519645821814
892,CAL-51,BCL2_BCL2L1,MAP2K_1,1.0,1.0,0.656250671,0.6887323000000001,75.01603661,1.0,0.8263565,68.08647424,-1.698441,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,1,1,0,0.49949999999999994
29,HCC1143,ADAM17,FGFR,1.0,75.0,1.0,0.0,100.0,0.0075,0.1,92.4045839,14.432570000000002,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,1,1,1,0,0.3261196480097746
1750,HT-1197,IAP,TNF,0.1,3.0,0.001140486,0.8913323000000001,50.6797129,3.0,1.5807526,1.6728622,15.64838,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.85392,2.0,0.021,421.4,0.5,102.0,3.0,2.804,31.0,0.65147,1,3,0,0,0.9770000000000001
1792,NCI-H2228,IAP,Vinorelbine,0.1,0.3,0.035879209,2.6673831000000003,31.95782836,0.014443814,0.8443125,29.47509651,31.61591,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,12.0,5.94,2.0,3.0,778.9,5.4,133.87,10.0,3.0,57.0,0.2,3,2,3,0,0.4148239436619718
427,MFM-223,AKT_1,ESR1,1.0,1.0,0.112109311,10.0,90.89977166,0.229422706,0.8624146,8.581636300000001,-2.276035,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,2,1,0,0,0.9980000000000001
1788,NCI-H1563,IAP,Vinorelbine,0.03,1.0,0.03,1.8213704,31.7661959,0.010354735,0.9602846,16.18455829,4.970321,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,12.0,5.94,2.0,3.0,778.9,5.4,133.87,10.0,3.0,57.0,0.2,3,2,3,0,0.4148239436619718
1623,HT-1376,HSP90,MAP2K_1,3.0,3.0,2.043145956,0.826383,30.291531300000006,0.10197805,10.0,12.23266559,9.661712,5.0,2.26274,2.0,0.058,409.52,3.1,67.2,4.0,3.099,30.0,0.68058,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,3,3,0,0.803
1073,SW948,BRAF_M2,MAP2K_1,0.1,3.0,0.1,10.0,89.00019883,1.0,0.0,100.0,44.25163,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,0,0,1,0,0.0
1313,MDA-MB-231,EGFR,MAP2K_1,1.0,0.1,0.896425302,0.7861114,5.76053412,1.0,0.0,100.0,20.14626,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,1,2,0,0.781
2043,CAMA-1,PIK3C,PIM1,1.0,1.0,0.297882337,10.0,85.89983862,1.0,1.3570016000000005,12.05797234,8.094075,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,2,1,0,0,0.4374003416856492
1579,MDA-MB-157,FGFR,SLC16A4,1.0,1.0,1.0,10.0,85.60012775,0.040570255,1.2232139,28.75628893,21.40012,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4,1,0,0,0.0
290,Hs-578-T,AKT,PIK3C_2,1.0,1.0,0.320915066,10.0,37.79926902,0.294705258,10.0,65.09973568,0.2284273,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,1.58,2.0,0.0,410.4,2.34,89.63,4.0,2.0,29.0,0.82,3,1,2,0,0.9989999999999999
1379,HCC1143,ERBB,MTOR_1,1.0,1.0,0.305045294,10.0,57.89948692,0.08289376,0.8034733000000001,66.51403955,31.61059,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,1,1,0,0.986
6,HCC1428,ADAM17,AKT,1.0,75.0,1.0,0.0,100.0,1.0,0.0,100.0,-26.50464,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,2,1,1,0,0.45123519645821814
273,KU-19-19,AKT,HDAC_4,3.0,3.0,1.012615132,10.0,8.89813701,1.0,0.0,100.0,-39.09416,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,3,3,2,0,0.4992498748122183
272,J82,AKT,HDAC_4,3.0,3.0,1.087978794,1.6053104,9.70792096,1.663640605,0.6002457,0.0,-5.847473,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,3,3,3,0,0.4992498748122183
1333,MDA-MB-157,ERBB,FGFR,1.0,1.0,0.036920388,1.2252513,30.94015628,0.258404635,10.0,72.19895717,39.6997,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4,1,2,0,0.48536078229541946
1754,KU-19-19,IAP,TNF,0.1,3.0,0.00284485,9.0039561,94.16681661,1.0,0.0,100.0,-89.12169,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.85392,2.0,0.021,421.4,0.5,102.0,3.0,2.804,31.0,0.65147,3,3,1,0,0.9770000000000001
135,DU-4475,AKT,ATR_4,1.0,1.0,0.056251223,0.85574,0.0,0.339440354,10.0,31.19858166,-10.7695,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,6,1,3,0,0.47866579770594364
56,HCC1143,ADAM17,MTOR_1,1.0,75.0,0.35319210700000003,10.0,62.69885550000001,1.0,0.0,100.0,6.215895,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,1,1,0,0.4949919191919192
1580,MDA-MB-436,FGFR,SLC16A4,1.0,1.0,0.302418029,10.0,92.49986547,0.417124701,10.0,91.59866051,-9.461145,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.0
1091,NCI-H1793,BRAF_M2,MAP2K_3,0.3,3.0,0.002611377,0.4234972,15.77893979,3.0,1.1229202,41.09731574,43.42115,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,9.0,4.98,2.0,1.0,615.4,3.18,102.06,5.0,2.0,37.0,0.5,3,2,3,0,0.0
834,HCC1428,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,0.144687009,0.8736524,0.0,-0.2366701,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,2,1,0,0,0.827
66,A549,ADAM17,PIK3C,3.0,10.0,3.0,1.1408174,10.13679518,1.0,0.0,100.0,-1.536877,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,2,2,0,0.49549545913218973
1627,MDA-MB-361,HSP90,MAP2K_1,1.0,1.0,0.080200612,2.0893642,88.31029486,0.107637155,2.2854174,1.77129615,-0.9397268,5.0,2.26274,2.0,0.058,409.52,3.1,67.2,4.0,3.099,30.0,0.68058,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,0,0,0.803
1758,SW780,IAP,TNF,0.1,3.0,0.002914554,10.0,40.53317637,0.022429616,0.1194705,0.0,164.87400000000005,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.85392,2.0,0.021,421.4,0.5,102.0,3.0,2.804,31.0,0.65147,1,3,3,0,0.9770000000000001
527,MFM-223,AKT_SGK,PIK3C,1.0,1.0,0.341047376,2.2511677000000003,48.96871506,0.171091705,1.486727,10.86278681,28.35215,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,2,1,0,0,0.9989999999999999
573,NCI-H2228,ALK,PIK3C,1.0,3.0,0.8501682340000001,0.9355477,0.0,0.055853588,0.8324663,0.0,26.98395,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,2,3,0,0.914
265,TCCSUP,AKT,FGFR,3.0,3.0,0.031755742,1.6048452,57.970278,0.215065357,1.2950605,64.58618258,74.1667,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,3,1,0,0.48536078229541946
828,BT-20,BCL2_BCL2L1,EGFR,0.1,1.0,0.010291885,10.0,87.3998739,1.0,10.0,77.20015393,10.4119,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,1,1,1,0,0.827
295,CAMA-1,AKT,PIK3CA_4,1.0,1.0,0.295412947,10.0,94.79995522,0.14217806800000002,1.2971714,7.40032662,10.95871,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,2.13,3.0,0.0,441.5,2.83,129.45,5.0,2.0,30.0,0.74,2,1,0,0,0.9989999999999999
1171,MDA-MB-468,Chloroquine,PIK3C,3.0,10.0,3.0,10.0,12.00002717,1.0,0.0,100.0,14.34061,3.0,3.02202,1.0,0.316,319.9,4.6,28.2,8.0,3.4610000000000003,22.0,0.57535,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,1,2,0,0.0
1225,NCI-H1563,CSNK2A1_2,SYK,3.0,0.03,0.7118248490000001,0.9083529,0.0,0.008814807,1.0191472,0.0,48.97047,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,11.0,4.12,3.0,1.0,470.5,3.88,128.75,7.0,3.0,34.0,0.47,3,2,3,0,0.41310901591043014
1508,MDA-MB-157,FASN,MTOR_1,1.0,1.0,0.225480361,1.8433527,51.97496767,0.17790232,10.0,93.4233304,-0.2131888,6.0,4.8,0.0,0.0,462.6,4.4,64.16,5.0,5.0,35.0,0.39,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,4,1,1,0,0.902
37,MDA-MB-453,ADAM17,FGFR,1.0,75.0,0.235456711,10.0,29.2715289,16.44653795,10.0,93.55403117,-31.0305,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,2,1,2,0,0.3261196480097746
1878,BT-549,MAP2K_1,PIM1,1.0,1.0,0.022135217,0.6466811,71.61540999,0.014322326000000003,1.4189195,83.39300345,22.0379,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,3,1,1,0,0.4159597839135655
219,CAL-120,AKT,ERBB,1.0,1.0,1.0,10.0,93.20010886,0.10268144,1.2696766000000002,57.50403171,0.1959933,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,3,1,1,0,0.49949999999999994
1417,HCC1395,ESR1,FGFR,1.0,1.0,0.014540091000000003,2.2572919,53.39847255,1.0,0.0,100.0,-0.7297311,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,1,0,0.48536078229541946
1783,NCI-H358,IAP,Topotecan,0.1,3.0,0.040593357,0.879041,0.0,0.0003,0.1,73.79178643,32.78066,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,1,2,2,0,0.3920798985415346
1971,HCC1143,MTOR_1,PIK3CA_4,1.0,1.0,1.0,1.3354858,47.7753554,0.322885663,0.9669236,25.24834852,15.59288,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,7.0,2.13,3.0,0.0,441.5,2.83,129.45,5.0,2.0,30.0,0.74,1,1,0,0,0.9509999999999998
889,647-V,BCL2_BCL2L1,MAP2K_1,1.0,3.0,0.325998104,4.1234556000000016,83.13596479,1.1292525759999998,1.0653237,46.56226842,25.703000000000007,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,3,0,0,0.49949999999999994
1581,MDA-MB-453,FGFR,SLC16A4,1.0,1.0,1.0,10.0,94.40013691,0.101618265,9.9280955,21.99897068,-51.41712,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,2,1,0,0,0.0
1017,NCI-H1563,BCL2L1,Vinorelbine,0.03,3.0,3e-06,0.1,50.69120876,0.022179091,10.0,78.50000809,-32.91013,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,12.0,5.94,2.0,3.0,778.9,5.4,133.87,10.0,3.0,57.0,0.2,3,2,2,0,0.0
1955,HCC38,MTOR_1,PIK3C,1.0,1.0,0.282912426,10.0,76.49991733,1.0,0.8552195,40.90091056,11.51026,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,1,0,0,0.9509999999999998
1097,T47D,BRAF_M2,MAP2K_3,0.3,3.0,0.002001658,0.6616433,83.19595140000001,0.513231659,1.6093053999999998,82.87951947,28.49418,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,9.0,4.98,2.0,1.0,615.4,3.18,102.06,5.0,2.0,37.0,0.5,2,1,1,0,0.0
2144,NCI-H1793,PIM1,TOP2_2,3.0,3.0,0.726660098,1.5421663,0.0,3.0,10.0,92.20006777,46.48285,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,13.0,0.03,3.0,2.0,588.6,0.94,160.82,5.0,2.0,42.0,0.42,3,2,2,0,0.31238420161787933
87,NCI-H23,ADAM17,PIK3C,3.0,10.0,0.728065675,0.7325699000000001,2.30558554,10.0,0.2032753,58.96573563,-6.851331,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,5,2,2,0,0.49549545913218973
486,HCC70,AKT_SGK,BCL2_BCL2L1,1.0,1.0,1.0,10.0,90.80003318,0.4183293420000001,0.9087782,0.0,-30.83873,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,1,1,0,0,0.9980000000000001
1779,NCI-H2170,IAP,Topotecan,0.1,3.0,0.054422428,0.8844486999999999,0.0,0.049052912,0.1,63.81510044,16.02889,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,7,2,2,0,0.3920798985415346
1458,MDA-MB-436,ESR1_1,MTOR_1,1.0,3.0,0.1089987,0.5179891999999999,18.23898311,0.294710161,10.0,91.54995499,-14.06975,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,1,2,0,0.4992498748122183
303,MDA-MB-453,AKT,PIK3CA_4,1.0,1.0,0.148812841,0.874294,0.0,0.316040605,0.9931648,0.0,6.010587,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,2.13,3.0,0.0,441.5,2.83,129.45,5.0,2.0,30.0,0.74,2,1,3,0,0.9989999999999999
1713,NCI-H1793,IAP,PIK3CA_3,3.0,3.0,1.442200364,2.4313338,64.24466629999999,3.0,0.4794537,39.3913988,48.23978,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,0,0,0.4972398190045249
877,647-V,BCL2_BCL2L1,Gemcitabine,0.1,3.0,0.004109831,3.3788826000000003,0.0,1.417428091,0.7784382,47.49446725,9.388698,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,6.0,0.8674700000000001,3.0,0.01,264.2,-0.9,121.0,2.0,1.7280000000000002,18.0,0.6238100000000001,1,3,3,0,0.27559618834431027
314,HCC38,AKT,PIP5K1,1.0,1.0,1.0,0.0,100.0,0.31797709,10.0,84.09981813,-13.18842,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.48055792207792203
2075,TCCSUP,PIK3C,TNFSF10,0.03,1.0,0.010028021,10.0,49.89912359,0.484342078,1.8105792,44.9465614,14.9569,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,3,0,0,0.32630940012007603
587,NCI-H358,ALK_2,MTOR_1,3.0,3.0,0.321661538,0.9577857,19.22887087,0.227408287,0.8919735999999999,33.93516969,52.32034,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,2,3,0,0.4660664879356568
1124,SW900,CarboTaxol,CSNK2A1_2,0.01,0.01,0.003249996,1.6006419,16.4518448,0.002383915,1.821868,15.74806263,-19.61161,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,3,2,3,0,0.0
1368,MDA-MB-468,ERBB,MAP2K_1,1.0,1.0,1.0,0.0,100.0,0.282733442,10.0,94.0998588,114.8552,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,1,1,0,0.781
167,HCC1500,AKT,Chloroquine,1.0,1.0,0.35628684200000005,10.0,71.69906182,1.0,1.4519821000000002,34.25977111,4.386597,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,3.02202,1.0,0.316,319.9,4.6,28.2,8.0,3.4610000000000003,22.0,0.57535,2,1,0,0,0.0
1182,TCCSUP,Cisplatin,HDAC_4,3.0,3.0,0.5923578039999999,1.3124368999999998,0.4256208,0.4609747420000001,1.5301651,7.76441418,-3.986023,33.0,6.8167399999999985,13.0,2.504,1428.0,6.53938,522.0,19.0,3.165,84.0,0.16984000000000002,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,3,3,3,0,0.0
2064,HCC38,PIK3C,PIP5K1,1.0,1.0,1.0,0.0,100.0,0.021561579,3.1083096,84.4519882,-39.80713,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.926
1290,BT-20,EGFR,FGFR,1.0,0.1,1.0,10.0,88.00002132,0.021527837,1.8314489,88.8320322,19.19952,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,1,1,1,0,0.48536078229541946
45,HCC1187,ADAM17,MAP2K_1,1.0,75.0,0.2216958,0.4144753,21.95251432,1.0,0.0,100.0,-15.21563,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,7,1,2,0,0.43735999999999997
784,SW620,BCL2,IGFR_4,3.0,0.3,3.0,1.6182774,43.74434941,0.002946631,10.0,93.5750011,9.376265,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,6,0,2,0,0.48871304347826083
1197,Calu-3,CSNK2A1_2,Gemcitabine,0.01,0.03,0.003520317,3.1886588,29.876057300000006,0.02998809,10.0,0.0,-27.84904,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,7.0,-0.71,4.0,0.0,263.2,-1.39,108.38,2.0,0.0,18.0,0.57,1,2,3,0,0.43002931034482755
419,CAMA-1,AKT_1,ESR1,1.0,1.0,0.054632006,1.3999442,56.85610870000001,0.317909498,10.0,29.79924442,33.99801,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,2,1,0,0,0.9980000000000001
472,HCC70,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.271532097,10.0,12.79878926,0.34829325200000005,10.0,63.49900675,57.46938000000001,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,1,1,2,0,0.991
1717,NCI-H2291,IAP,PIK3CA_3,3.0,3.0,0.995698917,10.0,72.19949222,0.969016049,10.0,76.29964154,11.23007,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,1,0,0.4972398190045249
286,HCC1806,AKT,PIK3C_2,1.0,1.0,0.348873035,10.0,16.5977691,0.322092665,10.0,48.09936281,-15.70878,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,1.58,2.0,0.0,410.4,2.34,89.63,4.0,2.0,29.0,0.82,1,1,2,0,0.9989999999999999
209,HCC1187,AKT,EGFR,0.1,1.0,1.0,0.0,100.0,0.295801462,1.4257239,55.7838228,4.2465449999999985,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,7,1,1,0,0.49949999999999994
1307,CAL-148,EGFR,MAP2K_1,1.0,0.1,0.007127925,1.5945627,81.40696124,0.009612811,1.860557,88.88424212,-4.482228,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,1,0,0.781
181,UM-UC-3,AKT,Cisplatin,3.0,3.0,1.328584618,2.5365067000000003,0.0,1.085111181,10.0,87.59952288,25.82214,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,33.0,6.8167399999999985,13.0,2.504,1428.0,6.53938,522.0,19.0,3.165,84.0,0.16984000000000002,3,3,2,0,0.0
1463,BT-474,ESR1_1,PIK3C,3.0,3.0,0.6260686870000001,1.8026778,0.0,0.0003,0.1,62.99703512,61.02119,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,2,1,2,0,0.99
529,DMS-114,ALK,CSNK2A1_2,0.03,3.0,0.007353396,2.673418,13.58934894,0.466141259,0.8517701999999999,0.0,6.1302,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,5,2,3,0,0.28451441141261685
940,HCC1143,BCL2_BCL2L1,SLC16A4,1.0,1.0,0.0001,0.1,91.35543813,1.0,0.8029025,11.54098852,4.043294,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,0,0,0.0
1529,MDA-MB-453,FGFR,MTOR_1,1.0,1.0,0.269528508,10.0,12.9990301,0.2321551,10.0,29.89393053,11.81025,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,2,1,3,0,0.48370247933884297
